game_name,percent_positive_reviews,genre,Action,Adventure,Casual,Design_and_Illustration,Early_Access,Free_to_Play,Indie,Massively_Multiplayer,RPG,Racing,Simulation,Sports,Strategy,Utilities
PLAGUE INC: EVOLVED,93,"Casual,Indie,Simulation,Strategy",0,0,1,0,0,0,1,0,0,0,1,0,1,0
SECRETS OF RÆTIKON,63,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
STRIKE VECTOR,67,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
LEGENDS OF EISENWALD,77,"Adventure,Indie,RPG,Strategy",0,1,0,0,0,0,1,0,1,0,0,0,1,0
FATE,92,"Action,Adventure,RPG",1,1,0,0,0,0,0,0,1,0,0,0,0,0
VISCERA CLEANUP DETAIL,92,"Indie,Simulation",0,0,0,0,0,0,1,0,0,0,1,0,0,0
BOMBERNAUTS,92,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
INFLUX,70,"Adventure,Casual,Indie",0,1,1,0,0,0,1,0,0,0,0,0,0,0
TALISMAN: DIGITAL EDITION,75,"Indie,RPG,Strategy",0,0,0,0,0,0,1,0,1,0,0,0,1,0
"COOK, SERVE, DELICIOUS!",95,"Action,Indie,Simulation,Strategy",1,0,0,0,0,0,1,0,0,0,1,0,1,0
CRYPT OF THE NECRODANCER,96,"Action,Indie,RPG",1,0,0,0,0,0,1,0,1,0,0,0,0,0
SOUNDODGER+,90,"Casual,Indie",0,0,1,0,0,0,1,0,0,0,0,0,0,0
VOLGARR THE VIKING,81,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
MUTANT MUDDS DELUXE,74,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
HITMAN: CONTRACTS,84,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DEADLY PREMONITION: THE DIRECTOR'S CUT,69,"Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0
NETHER: RESURRECTED,42,"Action,Indie,Massively Multiplayer,RPG,Simulation",1,0,0,0,0,0,1,1,1,0,1,0,0,0
REDSHIRT,41,"Indie,RPG,Simulation,Strategy",0,0,0,0,0,0,1,0,1,0,1,0,1,0
SACRED 3,25,"Action,RPG",1,0,0,0,0,0,0,0,1,0,0,0,0,0
CLICKTEAM FUSION 2.5,90,"Animation & Modeling,Education,Utilities,Web Publishing",0,0,0,0,0,0,0,0,0,0,0,0,0,1
KNYTT UNDERGROUND,87,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
FREEDOM PLANET,96,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
OMEGALODON,64,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
CRAFT THE WORLD,88,"Indie,RPG,Simulation,Strategy",0,0,0,0,0,0,1,0,1,0,1,0,1,0
MEGABYTE PUNCH,89,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
TORIBASH,88,"Action,Free to Play,Indie,Strategy",1,0,0,0,0,1,1,0,0,0,0,0,1,0
DOOR KICKERS,94,"Action,Indie,Simulation,Strategy",1,0,0,0,0,0,1,0,0,0,1,0,1,0
KINGDOMS RISE,46,"Action,Indie,RPG,Early Access",1,0,0,0,1,0,1,0,1,0,0,0,0,0
RISK OF RAIN,93,"Action,Indie,RPG",1,0,0,0,0,0,1,0,1,0,0,0,0,0
NEO SCAVENGER,90,"Indie,RPG,Strategy",0,0,0,0,0,0,1,0,1,0,0,0,1,0
DUNGEON OF THE ENDLESS™,88,"Adventure,Indie,RPG,Strategy",0,1,0,0,0,0,1,0,1,0,0,0,1,0
LEGO® MARVEL™ SUPER HEROES,93,"Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0
ANCIENT SPACE,45,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RISEN 3 - TITAN LORDS,71,RPG,0,0,0,0,0,0,0,0,1,0,0,0,0,0
UNHOLY HEIGHTS,90,"Indie,Simulation,Strategy",0,0,0,0,0,0,1,0,0,0,1,0,1,0
ZAFEHOUSE: DIARIES,68,"Indie,RPG,Simulation,Strategy",0,0,0,0,0,0,1,0,1,0,1,0,1,0
THE CASTLE DOCTRINE,48,"Indie,Massively Multiplayer,Strategy",0,0,0,0,0,0,1,1,0,0,0,0,1,0
TESLAGRAD,86,Indie,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BLACKGUARDS,61,"Indie,RPG,Strategy",0,0,0,0,0,0,1,0,1,0,0,0,1,0
MARLOW BRIGGS AND THE MASK OF DEATH,92,"Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0
SCRIBBLENAUTS UNMASKED: A DC COMICS ADVENTURE,82,"Action,Adventure,Casual,Strategy",1,1,1,0,0,0,0,0,0,0,0,0,1,0
FORCED: SLIGHTLY BETTER EDITION,74,"Action,Adventure,Indie,RPG",1,1,0,0,0,0,1,0,1,0,0,0,0,0
LIFE GOES ON: DONE TO DEATH,96,"Action,Adventure,Casual,Indie",1,1,1,0,0,0,1,0,0,0,0,0,0,0
METAL SLUG 3,90,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JAZZPUNK: DIRECTOR'S CUT,91,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
THE WOLF AMONG US,98,Adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BLOCKLAND,72,"Action,Indie,Simulation",1,0,0,0,0,0,1,0,0,0,1,0,0,0
KNOCK-KNOCK,88,Indie,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HOW TO SURVIVE,82,"Action,Adventure,RPG",1,1,0,0,0,0,0,0,1,0,0,0,0,0
BRIDGE CONSTRUCTOR,75,"Casual,Indie,Simulation",0,0,1,0,0,0,1,0,0,0,1,0,0,0
SUPER AMAZING WAGON ADVENTURE,95,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
UNDERRAIL,85,"Indie,RPG",0,0,0,0,0,0,1,0,1,0,0,0,0,0
FIGHT THE DRAGON,80,"Indie,RPG",0,0,0,0,0,0,1,0,1,0,0,0,0,0
AMONG THE SLEEP - ENHANCED EDITION,87,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
BUNNY MUST DIE! CHELSEA AND THE 7 DEVILS,69,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
BELOW,70,"Adventure,Indie,RPG",0,1,0,0,0,0,1,0,1,0,0,0,0,0
SUPER TIME FORCE ULTRA,90,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
SHOVEL KNIGHT: TREASURE TROVE,97,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
THE BINDING OF ISAAC: REBIRTH,98,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WARGAME: RED DRAGON,87,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,1,0
INFRA,89,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
CHROMA SQUAD,93,"Indie,RPG,Strategy",0,0,0,0,0,0,1,0,1,0,0,0,1,0
THE LEGEND OF HEROES: TRAILS IN THE SKY,91,RPG,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DAMNED,72,Adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LIVELOCK,78,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
CORPSE PARTY,92,"Adventure,Indie,RPG",0,1,0,0,0,0,1,0,1,0,0,0,0,0
THE LEGEND OF HEROES: TRAILS IN THE SKY SC,98,RPG,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ELEUSIS,57,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
ESCAPE GOAT,97,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
THE INNER WORLD,92,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
TOWERFALL ASCENSION,94,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
7 DAYS TO DIE,78,"Action,Adventure,Indie,RPG,Simulation,Strategy,Early Access",1,1,0,0,1,0,1,0,1,0,1,0,1,0
THE IMPOSSIBLE GAME,86,Indie,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SPEEDBALL 2 HD,65,"Action,Indie,Sports",1,0,0,0,0,0,1,0,0,0,0,1,0,0
LEGEND OF GRIMROCK 2,91,"Adventure,Indie,RPG",0,1,0,0,0,0,1,0,1,0,0,0,0,0
SHADOW MAN,88,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LEADWERKS GAME ENGINE,73,"Animation & Modeling,Design & Illustration,Education,Software Training,Utilities",0,0,0,1,0,0,0,0,0,0,0,0,0,1
GO! GO! NIPPON! ~MY FIRST TRIP TO JAPAN~,88,Adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WORLD OF DIVING,57,"Adventure,Indie,Simulation,Early Access",0,1,0,0,1,0,1,0,0,0,1,0,0,0
SOLAR FLUX,76,"Indie,Strategy",0,0,0,0,0,0,1,0,0,0,0,0,1,0
WWII ONLINE,41,"Action,Free to Play,Indie,Massively Multiplayer,RPG,Simulation,Strategy,Early Access",1,0,0,0,1,1,1,1,1,0,1,0,1,0
LONG LIVE THE QUEEN,95,"Indie,RPG,Simulation,Strategy",0,0,0,0,0,0,1,0,1,0,1,0,1,0
ONIKEN: UNSTOPPABLE EDITION,83,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
VALDIS STORY: ABYSSAL CITY,85,"Action,Indie,RPG",1,0,0,0,0,0,1,0,1,0,0,0,0,0
LOVERS IN A DANGEROUS SPACETIME,95,"Action,Indie,Simulation",1,0,0,0,0,0,1,0,0,0,1,0,0,0
ANOMALY WARZONE EARTH MOBILE CAMPAIGN,81,"Action,Strategy",1,0,0,0,0,0,0,0,0,0,0,0,1,0
SYDER ARCADE,85,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
SLENDER: THE ARRIVAL,89,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
DOUBLE DRAGON: NEON,77,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
STEAMWORLD DIG,93,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
SPACE PIRATES AND ZOMBIES 2,79,"Action,Adventure,Indie,RPG,Simulation,Strategy",1,1,0,0,0,0,1,0,1,0,1,0,1,0
RUST,80,"Action,Adventure,Indie,Massively Multiplayer,RPG",1,1,0,0,0,0,1,1,1,0,0,0,0,0
OMSI 2: STEAM EDITION,77,"Casual,Simulation",0,0,1,0,0,0,0,0,0,0,1,0,0,0
QBEH-1: THE ATLAS CUBE,88,"Adventure,Casual,Indie",0,1,1,0,0,0,1,0,0,0,0,0,0,0
DEATH ROAD TO CANADA,93,"Action,Indie,RPG",1,0,0,0,0,0,1,0,1,0,0,0,0,0
ELDRITCH REANIMATED,88,"Action,Adventure,Indie,RPG",1,1,0,0,0,0,1,0,1,0,0,0,0,0
NIHILUMBRA,89,"Adventure,Casual,Indie",0,1,1,0,0,0,1,0,0,0,0,0,0,0
FANTASY GROUNDS,79,"Indie,RPG,Strategy",0,0,0,0,0,0,1,0,1,0,0,0,1,0
THE LAST EXPRESS GOLD EDITION,82,Adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CLAIRE,70,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
PULSAR: LOST COLONY,90,"Action,Adventure,Indie,Simulation,Early Access",1,1,0,0,1,0,1,0,0,0,1,0,0,0
ROCKET LEAGUE®,92,"Action,Indie,Racing,Sports",1,0,0,0,0,0,1,0,0,1,0,1,0,0
RACE THE SUN,94,"Action,Indie,Racing",1,0,0,0,0,0,1,0,0,1,0,0,0,0
THE CAT LADY,93,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
HALFWAY,78,"Action,Indie,RPG,Strategy",1,0,0,0,0,0,1,0,1,0,0,0,1,0
A HAT IN TIME,98,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
STONEHEARTH,75,"Indie,Simulation,Strategy",0,0,0,0,0,0,1,0,0,0,1,0,1,0
FOTONICA,88,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
NEVERENDING NIGHTMARES,74,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
TINY BARBARIAN DX,85,"Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0
AXIS GAME FACTORY'S AGFPRO V3,65,"Animation & Modeling,Design & Illustration,Education,Software Training,Utilities",0,0,0,1,0,0,0,0,0,0,0,0,0,1
HOT TIN ROOF: THE CAT THAT WORE A FEDORA,65,"Action,Adventure,Indie,RPG",1,1,0,0,0,0,1,0,1,0,0,0,0,0
CASTLEMINER Z,71,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
CABAL ONLINE,64,"Action,Free to Play,Massively Multiplayer,RPG",1,0,0,0,0,1,0,1,1,0,0,0,0,0
WARMACHINE: TACTICS,45,"Indie,Strategy",0,0,0,0,0,0,1,0,0,0,0,0,1,0
TINY BRAINS,78,"Action,Adventure,Casual,Indie",1,1,1,0,0,0,1,0,0,0,0,0,0,0
THEHUNTER CLASSIC,43,"Action,Adventure,Free to Play,Simulation,Sports",1,1,0,0,0,1,0,0,0,0,1,1,0,0
IKARUGA,95,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
BUS-SIMULATOR 2012,36,Simulation,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RYMDKAPSEL,82,"Indie,Strategy",0,0,0,0,0,0,1,0,0,0,0,0,1,0
SHANTAE: HALF-GENIE HERO,91,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
EARTH 2150 TRILOGY,73,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,1,0
KNIGHTS AND MERCHANTS,82,"Simulation,Strategy",0,0,0,0,0,0,0,0,0,0,1,0,1,0
JACK ORLANDO: DIRECTOR'S CUT,64,Adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENCLAVE,78,RPG,0,0,0,0,0,0,0,0,1,0,0,0,0,0
KNIGHTSHIFT,60,"RPG,Strategy",0,0,0,0,0,0,0,0,1,0,0,0,1,0
WORLD WAR III: BLACK GOLD,56,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FORTRESSCRAFT EVOLVED!,74,"Adventure,Casual,Indie,RPG,Simulation,Strategy",0,1,1,0,0,0,1,0,1,0,1,0,1,0
DOFUS,72,"Adventure,Massively Multiplayer,RPG,Strategy",0,1,0,0,0,0,0,1,1,0,0,0,1,0
DUSKERS,89,"Indie,Strategy",0,0,0,0,0,0,1,0,0,0,0,0,1,0
POOL NATION,90,"Casual,Indie,Simulation,Sports,Strategy",0,0,1,0,0,0,1,0,0,0,1,1,1,0
OBSCURE,93,"Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0
OBSCURE II (OBSCURE: THE AFTERMATH),80,"Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0
THEME PARK STUDIO,48,"Indie,Simulation",0,0,0,0,0,0,1,0,0,0,1,0,0,0
RESIDENT EVIL 4 / BIOHAZARD 4,84,"Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0
MOONBASE COMMANDER,91,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SILENT STORM GOLD EDITION,90,"Action,RPG,Strategy",1,0,0,0,0,0,0,0,1,0,0,0,1,0
ABYSS ODYSSEY,62,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
GRID AUTOSPORT,76,"Racing,Sports",0,0,0,0,0,0,0,0,0,1,0,1,0,0
PRO CYCLING MANAGER 2014,66,Simulation,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1954 ALCATRAZ,73,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
JOURNEY OF A ROACH,88,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
EDNA & HARVEY: THE BREAKOUT,83,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
KICKBEAT STEAM EDITION,65,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
MAX: THE CURSE OF BROTHERHOOD,95,Adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MAGIC 2015 - DUELS OF THE PLANESWALKERS,44,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CITIES: SKYLINES,92,"Simulation,Strategy",0,0,0,0,0,0,0,0,0,0,1,0,1,0
PIXELJUNK™ SHOOTER,90,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JAGGED ALLIANCE FLASHBACK,46,"Indie,RPG,Strategy",0,0,0,0,0,0,1,0,1,0,0,0,1,0
SHADOWS: HERETIC KINGDOMS,63,"Indie,RPG",0,0,0,0,0,0,1,0,1,0,0,0,0,0
TRUCK RACER,74,Racing,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CHILD OF LIGHT,93,RPG,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MXGP - THE OFFICIAL MOTOCROSS VIDEOGAME,78,"Racing,Simulation,Sports",0,0,0,0,0,0,0,0,0,1,1,1,0,0
MOTOGP™14,48,"Racing,Simulation,Sports",0,0,0,0,0,0,0,0,0,1,1,1,0,0
PROJECT NIMBUS,87,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
DARKOUT,51,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
REBUILD 3: GANGS OF DEADSVILLE,85,"Indie,Simulation,Strategy",0,0,0,0,0,0,1,0,0,0,1,0,1,0
BALDUR'S GATE II: ENHANCED EDITION,86,"RPG,Strategy",0,0,0,0,0,0,0,0,1,0,0,0,1,0
THE TALOS PRINCIPLE,96,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
BLAST EM!,47,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
ELDER SIGN: OMENS,78,"Casual,Indie,Strategy",0,0,1,0,0,0,1,0,0,0,0,0,1,0
J.U.L.I.A.: AMONG THE STARS,86,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
MAX GENTLEMEN,87,"Casual,Free to Play,Indie",0,0,1,0,0,1,1,0,0,0,0,0,0,0
INFINITY WARS: ANIMATED TRADING CARD GAME,79,"Free to Play,Indie,Massively Multiplayer,Strategy",0,0,0,0,0,1,1,1,0,0,0,0,1,0
BLOODY TRAPLAND,83,"Action,Adventure,Casual,Indie",1,1,1,0,0,0,1,0,0,0,0,0,0,0
RIPTIDE GP2,88,"Action,Indie,Racing,Simulation,Sports",1,0,0,0,0,0,1,0,0,1,1,1,0,0
VIOLETT REMASTERED,63,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
HYPER LIGHT DRIFTER,94,"Action,Adventure,Indie,RPG",1,1,0,0,0,0,1,0,1,0,0,0,0,0
LOREN THE AMAZON PRINCESS,81,"Indie,RPG",0,0,0,0,0,0,1,0,1,0,0,0,0,0
OOZI: EARTH ADVENTURE,85,"Casual,Indie",0,0,1,0,0,0,1,0,0,0,0,0,0,0
RING RUNNER: FLIGHT OF THE SAGES,84,"Action,Indie,RPG",1,0,0,0,0,0,1,0,1,0,0,0,0,0
SURVIVOR SQUAD,67,"Action,Indie,Strategy",1,0,0,0,0,0,1,0,0,0,0,0,1,0
DEUS EX: THE FALL,32,"Action,Adventure,RPG",1,1,0,0,0,0,0,0,1,0,0,0,0,0
BLOOD KNIGHTS,61,"Action,RPG",1,0,0,0,0,0,0,0,1,0,0,0,0,0
THE VANISHING OF ETHAN CARTER,89,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
ADVENTURE TIME: FINN AND JAKE'S EPIC QUEST,75,"Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0
PROFESSIONAL FARMER 2014,45,Simulation,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CITIZENS OF EARTH,78,RPG,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MONTAGUE'S MOUNT,59,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
GAUNTLET™ SLAYER EDITION,78,"Action,Adventure,RPG",1,1,0,0,0,0,0,0,1,0,0,0,0,0
DOMINIONS 4: THRONES OF ASCENSION,91,"Indie,Strategy",0,0,0,0,0,0,1,0,0,0,0,0,1,0
JUST CAUSE 2: MULTIPLAYER MOD,92,"Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0
WASTELAND 1 - THE ORIGINAL CLASSIC,79,"Adventure,Indie,RPG,Strategy",0,1,0,0,0,0,1,0,1,0,0,0,1,0
ALONE IN THE DARK: THE NEW NIGHTMARE,59,"Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0
HELI HEROES,46,"Action,Casual",1,0,1,0,0,0,0,0,0,0,0,0,0,0
CHICKEN SHOOT GOLD,56,"Action,Casual,Indie",1,0,1,0,0,0,1,0,0,0,0,0,0,0
BALLPOINT UNIVERSE - INFINITE,77,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
SNEAKY SNEAKY,89,"Adventure,Casual,Indie,RPG,Strategy",0,1,1,0,0,0,1,0,1,0,0,0,1,0
DRIFTER,64,"Action,Indie,Simulation,Early Access",1,0,0,0,1,0,1,0,0,0,1,0,0,0
HERO OF THE KINGDOM,93,"Adventure,Casual,Indie,RPG",0,1,1,0,0,0,1,0,1,0,0,0,0,0
EDEN STAR,75,"Action,Adventure,Indie,Strategy,Early Access",1,1,0,0,1,0,1,0,0,0,0,0,1,0
3079 -- BLOCK ACTION RPG,50,"Action,Indie,RPG",1,0,0,0,0,0,1,0,1,0,0,0,0,0
TALES OF MAJ'EYAL,95,"Adventure,Indie,RPG",0,1,0,0,0,0,1,0,1,0,0,0,0,0
FADING HEARTS,67,"Adventure,Indie,Simulation",0,1,0,0,0,0,1,0,0,0,1,0,0,0
NIGHTMARES FROM THE DEEP: THE CURSED HEART,93,"Adventure,Casual",0,1,1,0,0,0,0,0,0,0,0,0,0,0
HOME SHEEP HOME 2,95,"Action,Adventure,Casual,Indie",1,1,1,0,0,0,1,0,0,0,0,0,0,0
OMG ZOMBIES!,80,"Action,Strategy",1,0,0,0,0,0,0,0,0,0,0,0,1,0
AGAREST: GENERATIONS OF WAR ZERO,76,"Adventure,RPG,Strategy",0,1,0,0,0,0,0,0,1,0,0,0,1,0
THE LAST TINKER™: CITY OF COLORS,82,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
MARC ECKŌ'S GETTING UP: CONTENTS UNDER PRESSURE,92,"Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0
ASSASSIN’S CREED® LIBERATION HD,58,"Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0
VALIANT HEARTS: THE GREAT WAR™ / SOLDATS INCONNUS : MÉMOIRES DE LA GRANDE GUERRE™,96,Adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SHADOWS: PRICE FOR OUR SINS BONUS EDITION,58,"Adventure,Casual",0,1,1,0,0,0,0,0,0,0,0,0,0,0
FLOCKERS™,76,"Action,Indie,Strategy",1,0,0,0,0,0,1,0,0,0,0,0,1,0
GET OFF MY LAWN!,74,"Casual,Free to Play,Indie",0,0,1,0,0,1,1,0,0,0,0,0,0,0
THE FOUR KINGS CASINO AND SLOTS,68,"Casual,Free to Play,Massively Multiplayer,Simulation",0,0,1,0,0,1,0,1,0,0,1,0,0,0
GRAY MATTER,90,"Adventure,Casual",0,1,1,0,0,0,0,0,0,0,0,0,0,0
COLD WAR,63,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DARK FALL: THE JOURNAL,74,Adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DESPERADOS: WANTED DEAD OR ALIVE,77,"Action,Strategy",1,0,0,0,0,0,0,0,0,0,0,0,1,0
NEIGHBOURS FROM HELL COMPILATION,97,"Adventure,Casual",0,1,1,0,0,0,0,0,0,0,0,0,0,0
1001 SPIKES,82,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
EMERGENCY 2014,54,Simulation,0,0,0,0,0,0,0,0,0,0,1,0,0,0
KILLER IS DEAD - NIGHTMARE EDITION,76,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LETHAL LEAGUE,94,"Action,Indie,Sports",1,0,0,0,0,0,1,0,0,0,0,1,0,0
DISTANT WORLDS: UNIVERSE,77,"Simulation,Strategy",0,0,0,0,0,0,0,0,0,0,1,0,1,0
TESLA EFFECT: A TEX MURPHY ADVENTURE,88,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
BORDERLANDS: THE PRE-SEQUEL,77,"Action,RPG",1,0,0,0,0,0,0,0,1,0,0,0,0,0
JOURNAL,78,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
ERYI'S ACTION,88,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
LICHDOM: BATTLEMAGE,57,"Action,Indie,RPG",1,0,0,0,0,0,1,0,1,0,0,0,0,0
CORPORATE LIFESTYLE SIMULATOR,84,"Action,Casual,Indie",1,0,1,0,0,0,1,0,0,0,0,0,0,0
GABRIEL KNIGHT: SINS OF THE FATHERS 20TH ANNIVERSARY EDITION,90,Adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DARKEST DUNGEON®,86,"Indie,RPG,Strategy",0,0,0,0,0,0,1,0,1,0,0,0,1,0
TOY SOLDIERS: COMPLETE,75,"Action,Casual,Indie,Simulation,Strategy",1,0,1,0,0,0,1,0,0,0,1,0,1,0
VANGUARD PRINCESS,72,"Action,Casual,Indie",1,0,1,0,0,0,1,0,0,0,0,0,0,0
JETS'N'GUNS GOLD,88,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
DUNGEONS 2,79,"RPG,Simulation,Strategy",0,0,0,0,0,0,0,0,1,0,1,0,1,0
CLOUDBUILT,85,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
WORLD OF GUNS: GUN DISASSEMBLY,83,"Free to Play,Indie,Simulation",0,0,0,0,0,1,1,0,0,0,1,0,0,0
ROLLERS OF THE REALM,90,"Action,Adventure,Casual,Indie,RPG",1,1,1,0,0,0,1,0,1,0,0,0,0,0
MANGA MAKER COMIPO,77,"Animation & Modeling,Design & Illustration,Web Publishing",0,0,0,1,0,0,0,0,0,0,0,0,0,0
GUNMAN CLIVE,88,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
GOD FACTORY: WINGMEN,69,"Action,Indie,Simulation,Strategy",1,0,0,0,0,0,1,0,0,0,1,0,1,0
OUR DARKER PURPOSE,81,"Action,Indie,RPG",1,0,0,0,0,0,1,0,1,0,0,0,0,0
CRIMSONLAND,90,"Action,Indie,RPG",1,0,0,0,0,0,1,0,1,0,0,0,0,0
THE JOURNEY DOWN: CHAPTER TWO,96,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
SMOOTH OPERATORS,73,"Casual,Indie,Simulation,Strategy",0,0,1,0,0,0,1,0,0,0,1,0,1,0
BROKEN SWORD 5 - THE SERPENT'S CURSE,88,Adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0
