game_name,percent_positive_reviews,genre,Action,Adventure,Casual,Design_and_Illustration,Early_Access,Free_to_Play,Indie,Massively_Multiplayer,RPG,Racing,Simulation,Sports,Strategy,Utilities
THE PANIC ROOM,54,Free to Play,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SPACELORDS,49,"Action,Adventure,Casual,Free to Play,Indie,Massively Multiplayer,Strategy,Movie",1,1,1,0,0,1,1,1,0,0,0,0,1,0
A-10 VR,94,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
DETACHED,78,"Indie,Simulation",0,0,0,0,0,0,1,0,0,0,1,0,0,0
CHILDREN OF ZODIARCS,73,"Indie,RPG,Strategy",0,0,0,0,0,0,1,0,1,0,0,0,1,0
RAW DATA,85,"Action,Indie,Strategy",1,0,0,0,0,0,1,0,0,0,0,0,1,0
PRISON RUN AND GUN,91,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
FIREBIRD - LA PERI,82,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
DIARIES OF A SPACEPORT JANITOR,77,"Adventure,Casual,Indie,RPG,Simulation",0,1,1,0,0,0,1,0,1,0,1,0,0,0
LINE OF SIGHT,57,"Action,Free to Play,Indie,Massively Multiplayer",1,0,0,0,0,1,1,1,0,0,0,0,0,0
KINGS AND HEROES,61,"Action,Adventure,Massively Multiplayer,RPG",1,1,0,0,0,0,0,1,1,0,0,0,0,0
THE LEGEND OF HEROES: TRAILS IN THE SKY THE 3RD,94,RPG,0,0,0,0,0,0,0,0,1,0,0,0,0,0
WALTZ OF THE WIZARD,98,"Adventure,Indie,Simulation",0,1,0,0,0,0,1,0,0,0,1,0,0,0
A HOUSE OF MANY DOORS,86,"Indie,RPG",0,0,0,0,0,0,1,0,1,0,0,0,0,0
HOPIKO,76,"Action,Casual,Indie",1,0,1,0,0,0,1,0,0,0,0,0,0,0
A BLIND LEGEND,80,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
GONNER,86,Indie,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SQUIDS FROM SPACE,92,"Action,Casual,Indie,Strategy,Early Access",1,0,1,0,1,0,1,0,0,0,0,0,1,0
STATE OF MIND,85,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
AURORARL,73,"Action,Adventure,Indie,RPG,Strategy,Early Access",1,1,0,0,1,0,1,0,1,0,0,0,1,0
PARTY JOUSTING,91,"Casual,Indie,Sports",0,0,1,0,0,0,1,0,0,0,0,1,0,0
TRICKY TOWERS,90,"Casual,Indie",0,0,1,0,0,0,1,0,0,0,0,0,0,0
DEAD6HOT,45,"Action,Casual",1,0,1,0,0,0,0,0,0,0,0,0,0,0
SHAKES AND FIDGET,87,"Adventure,Casual,Free to Play,Indie,Massively Multiplayer,RPG,Strategy",0,1,1,0,0,1,1,1,1,0,0,0,1,0
SURFINGERS,81,"Action,Casual,Indie",1,0,1,0,0,0,1,0,0,0,0,0,0,0
VRCHAT,89,"Adventure,Casual,Free to Play,Massively Multiplayer,Simulation,Sports,Early Access",0,1,1,0,1,1,0,1,0,0,1,1,0,0
STAR REALMS,79,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LEARN JAPANESE TO SURVIVE! HIRAGANA BATTLE,93,"Adventure,Indie,RPG",0,1,0,0,0,0,1,0,1,0,0,0,0,0
RUSH ROVER,98,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
ZENITH,71,"Adventure,Indie,RPG",0,1,0,0,0,0,1,0,1,0,0,0,0,0
VALENTINO ROSSI THE GAME,78,"Racing,Simulation,Sports",0,0,0,0,0,0,0,0,0,1,1,1,0,0
ROCK 'N' ROLL DEFENSE,83,"Action,Adventure,Casual,Strategy",1,1,1,0,0,0,0,0,0,0,0,0,1,0
GOD EATER 2 RAGE BURST,78,"Action,RPG",1,0,0,0,0,0,0,0,1,0,0,0,0,0
SOCCER MANAGER,65,"Free to Play,Indie,Massively Multiplayer,Simulation,Sports,Strategy",0,0,0,0,0,1,1,1,0,0,1,1,1,0
LEGO® STAR WARS™: THE FORCE AWAKENS,81,"Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0
ONE TROLL ARMY,85,"Casual,Indie,Strategy",0,0,1,0,0,0,1,0,0,0,0,0,1,0
FRIDAY THE 13TH: THE GAME,70,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LEGENDS OF CALLASIA,81,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,1,0
STORIES: THE PATH OF DESTINIES,87,"Action,Adventure,Indie,RPG",1,1,0,0,0,0,1,0,1,0,0,0,0,0
SPACE PILGRIM EPISODE III: DELTA PAVONIS,85,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
TAVERN TYCOON - DRAGON'S HANGOVER,72,"Indie,Simulation,Strategy",0,0,0,0,0,0,1,0,0,0,1,0,1,0
MIDAIR,55,"Action,Free to Play,Indie,Massively Multiplayer",1,0,0,0,0,1,1,1,0,0,0,0,0,0
BLUE REVOLVER,99,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
RISKY RESCUE,80,"Action,Casual,Indie",1,0,1,0,0,0,1,0,0,0,0,0,0,0
ROYAL HEROES,78,"Casual,Indie,RPG,Strategy",0,0,1,0,0,0,1,0,1,0,0,0,1,0
LUCID9: INCITING INCIDENT,92,"Casual,Free to Play,Simulation",0,0,1,0,0,1,0,0,0,0,1,0,0,0
TRUE FEAR: FORSAKEN SOULS,91,"Adventure,Casual",0,1,1,0,0,0,0,0,0,0,0,0,0,0
ARA FELL,95,"Action,Adventure,Casual,Indie,RPG",1,1,1,0,0,0,1,0,1,0,0,0,0,0
ATOMIK: RUNGUNJUMPGUN,90,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
THE BROOKHAVEN EXPERIMENT,87,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
NICHE - A GENETICS SURVIVAL GAME,87,"Indie,Simulation,Strategy",0,0,0,0,0,0,1,0,0,0,1,0,1,0
SURVIVAL ZOMBIES THE INVERTED EVOLUTION,58,"Action,Adventure,Indie,Simulation",1,1,0,0,0,0,1,0,0,0,1,0,0,0
TAP TAP LEGIONS - EPIC BATTLES WITHIN 5 SECONDS!,55,"Action,Casual,Free to Play,Indie,Strategy",1,0,1,0,0,1,1,0,0,0,0,0,1,0
THE COUNT LUCANOR,95,"Adventure,Indie,RPG",0,1,0,0,0,0,1,0,1,0,0,0,0,0
CONAN EXILES,70,"Action,Adventure,Massively Multiplayer,RPG,Simulation,Strategy",1,1,0,0,0,0,0,1,1,0,1,0,1,0
MOUNT YOUR FRIENDS 3D: A HARD MAN IS GOOD TO CLIMB,88,"Action,Indie,Simulation,Sports",1,0,0,0,0,0,1,0,0,0,1,1,0,0
POLANDBALL: CAN INTO SPACE!,96,"Casual,Indie,RPG",0,0,1,0,0,0,1,0,1,0,0,0,0,0
PAC-MAN™ CHAMPIONSHIP EDITION 2,58,Casual,0,0,1,0,0,0,0,0,0,0,0,0,0,0
STAR WARS™ REBELLION,84,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,1,0
I AM SETSUNA,73,RPG,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OUTDRIVE,70,"Casual,Indie,Racing",0,0,1,0,0,0,1,0,0,1,0,0,0,0
DRAWFUL 2,89,"Casual,Indie,Strategy",0,0,1,0,0,0,1,0,0,0,0,0,1,0
RIDERS OF ICARUS,66,"Adventure,Free to Play,Massively Multiplayer,RPG",0,1,0,0,0,1,0,1,1,0,0,0,0,0
PINBALL FX3,79,Simulation,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AGE OF GLADIATORS,79,"Casual,Indie,RPG,Simulation,Sports,Strategy",0,0,1,0,0,0,1,0,1,0,1,1,1,0
STRAFE: MILLENNIUM EDITION,72,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
UFO ONLINE: INVASION,55,"Free to Play,Massively Multiplayer,RPG",0,0,0,0,0,1,0,1,1,0,0,0,0,0
ARMORED WARFARE,60,"Action,Casual,Free to Play,Massively Multiplayer,Simulation,Strategy",1,0,1,0,0,1,0,1,0,0,1,0,1,0
RED COMRADES 2: FOR THE GREAT JUSTICE. RELOADED,89,Adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0
THIS IS THE POLICE,83,"Adventure,Indie,Strategy",0,1,0,0,0,0,1,0,0,0,0,0,1,0
RIPTIDE GP: RENEGADE,88,Racing,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LOOT RASCALS,70,"Adventure,Indie,RPG",0,1,0,0,0,0,1,0,1,0,0,0,0,0
UNKNOWN BATTLE,30,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
SUPER NIGHT RIDERS,85,"Indie,Racing,Simulation,Sports",0,0,0,0,0,0,1,0,0,1,1,1,0,0
PALADINS®,84,"Action,Free to Play",1,0,0,0,0,1,0,0,0,0,0,0,0,0
WORLD OF TANKS BLITZ MMO,70,"Action,Free to Play,Massively Multiplayer",1,0,0,0,0,1,0,1,0,0,0,0,0,0
ASTEROID BOUNTY HUNTER,68,"Action,Adventure,Casual,Indie,RPG",1,1,1,0,0,0,1,0,1,0,0,0,0,0
CROWN AND COUNCIL,63,"Casual,Indie,Strategy",0,0,1,0,0,0,1,0,0,0,0,0,1,0
BROKEN DREAMS,70,"Casual,Indie",0,0,1,0,0,0,1,0,0,0,0,0,0,0
POLYWAR,72,"Action,Indie,Massively Multiplayer",1,0,0,0,0,0,1,1,0,0,0,0,0,0
SKAUTFOLD: SHROUDED IN SANITY,85,"Action,Adventure,Indie,RPG",1,1,0,0,0,0,1,0,1,0,0,0,0,0
BLOONS TD BATTLES,84,"Action,Free to Play,Strategy",1,0,0,0,0,1,0,0,0,0,0,0,1,0
INEXISTENCE,67,"Action,Adventure,Indie,RPG",1,1,0,0,0,0,1,0,1,0,0,0,0,0
MIMPI DREAMS,93,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
ABANDONED KNIGHT,33,"Action,Adventure,Casual",1,1,1,0,0,0,0,0,0,0,0,0,0,0
NO THING,88,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
DEATH STAIR,64,"Action,Casual,Indie,Racing,Sports",1,0,1,0,0,0,1,0,0,1,0,1,0,0
ZACCARIA PINBALL,78,"Action,Casual,Free to Play,Indie,Simulation,Sports,Early Access",1,0,1,0,1,1,1,0,0,0,1,1,0,0
UBERMOSH:BLACK,91,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
SPATIAL SOUND CARD,69,"Audio Production,Utilities",0,0,0,0,0,0,0,0,0,0,0,0,0,1
FROZEN SYNAPSE 2,71,"Indie,Strategy",0,0,0,0,0,0,1,0,0,0,0,0,1,0
TASTY PLANET: BACK FOR SECONDS,90,"Action,Adventure,Casual,Indie",1,1,1,0,0,0,1,0,0,0,0,0,0,0
THE AVERAGE EVERYDAY ADVENTURES OF SAMANTHA BROWNE,81,"Casual,Free to Play,Indie",0,0,1,0,0,1,1,0,0,0,0,0,0,0
EXPEDITIONS: VIKING,83,"Indie,RPG,Strategy",0,0,0,0,0,0,1,0,1,0,0,0,1,0
AVORION,89,"Action,Indie,Simulation,Early Access",1,0,0,0,1,0,1,0,0,0,1,0,0,0
LOST GIRL`S [DIARY],82,Free to Play,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MIGHT AND MAGIC: HEROES VII – TRIAL BY FIRE,51,"RPG,Strategy",0,0,0,0,0,0,0,0,1,0,0,0,1,0
BATTLE ISLANDS: COMMANDERS,49,"Action,Free to Play,Strategy",1,0,0,0,0,1,0,0,0,0,0,0,1,0
AIRPORT MADNESS 3D,83,Adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WIZARD OF LEGEND,88,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
STELLAR MONARCH,80,"Indie,Simulation,Strategy",0,0,0,0,0,0,1,0,0,0,1,0,1,0
BLADE ARCUS FROM SHINING: BATTLE ARENA,81,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BUNKER PUNKS,83,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
GUNS UP!,64,"Action,Casual,Free to Play,Strategy",1,0,1,0,0,1,0,0,0,0,0,0,1,0
SOPHIE'S CURSE,84,"Casual,Indie,Simulation",0,0,1,0,0,0,1,0,0,0,1,0,0,0
ONECHANBARA Z2: CHAOS,76,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZOMBIE TRAINING SIMULATOR,91,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SPACE PILGRIM EPISODE IV: SOL,90,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
SKEET: VR TARGET SHOOTING,79,"Action,Simulation",1,0,0,0,0,0,0,0,0,0,1,0,0,0
TRANSPORT FEVER,78,Simulation,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FARMING SIMULATOR 17,92,Simulation,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WATCH_DOGS® 2,80,"Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0
WHERE THE WATER TASTES LIKE WINE,85,"Adventure,Indie,RPG",0,1,0,0,0,0,1,0,1,0,0,0,0,0
APE OUT,92,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
PUB ENCOUNTER,87,Adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ZASA - AN AI STORY,96,"Casual,Indie",0,0,1,0,0,0,1,0,0,0,0,0,0,0
IKEA VR EXPERIENCE,73,Free to Play,0,0,0,0,0,1,0,0,0,0,0,0,0,0
REDEEMER,78,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
VA-11 HALL-A: CYBERPUNK BARTENDER ACTION,98,"Adventure,Indie,Simulation",0,1,0,0,0,0,1,0,0,0,1,0,0,0
REGERIA HOPE EPISODE 1,85,"Adventure,Free to Play,Indie",0,1,0,0,0,1,1,0,0,0,0,0,0,0
LOSTWINDS,85,Adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DAY OF INFAMY,82,"Action,Indie,Strategy",1,0,0,0,0,0,1,0,0,0,0,0,1,0
CAT ON A DIET,84,"Action,Casual,Indie",1,0,1,0,0,0,1,0,0,0,0,0,0,0
HYBRID ANIMALS,59,"Action,Casual,Indie,Simulation",1,0,1,0,0,0,1,0,0,0,1,0,0,0
NUKED KNIGHT,68,"Action,Adventure,Casual,Indie",1,1,1,0,0,0,1,0,0,0,0,0,0,0
CUBIUM DREAMS,57,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
JOB SIMULATOR,87,Simulation,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GIBZ,83,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
CASE #8,59,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
BIZARRE EARTHQUAKE,58,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
OVERCOOKED,91,"Action,Casual,Indie,Simulation",1,0,1,0,0,0,1,0,0,0,1,0,0,0
MIND GAMES,75,Indie,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SHAKE YOUR MONEY SIMULATOR 2016,63,"Indie,Simulation",0,0,0,0,0,0,1,0,0,0,1,0,0,0
OVERLOAD,96,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
STENO ARCADE,75,"Casual,Free to Play,Indie,Early Access",0,0,1,0,1,1,1,0,0,0,0,0,0,0
THE BOTTOM OF THE WELL,87,"Free to Play,RPG",0,0,0,0,0,1,0,0,1,0,0,0,0,0
JESUS CHRIST RPG TRILOGY,84,"Free to Play,RPG",0,0,0,0,0,1,0,0,1,0,0,0,0,0
ROCK PAPER SCISSORS CHAMPION,51,"Casual,Free to Play,Sports",0,0,1,0,0,1,0,0,0,0,0,1,0,0
CELLAR,82,"Adventure,Casual,Indie",0,1,1,0,0,0,1,0,0,0,0,0,0,0
ISTROLID,87,"Free to Play,Indie,Strategy",0,0,0,0,0,1,1,0,0,0,0,0,1,0
CALCU-LATE,58,"Adventure,Indie,RPG",0,1,0,0,0,0,1,0,1,0,0,0,0,0
VERDICT GUILTY - 유죄 평결,83,"Action,Casual,Indie",1,0,1,0,0,0,1,0,0,0,0,0,0,0
A GRANDE BAGUNÇA ESPACIAL - THE BIG SPACE MESS,62,"Action,Casual,Indie",1,0,1,0,0,0,1,0,0,0,0,0,0,0
A LITTLE LILY PRINCESS,93,"Indie,Simulation",0,0,0,0,0,0,1,0,0,0,1,0,0,0
PLANAR CONQUEST,61,"Indie,RPG,Simulation,Strategy",0,0,0,0,0,0,1,0,1,0,1,0,1,0
THE BIG ELK,78,"Action,Indie,Strategy",1,0,0,0,0,0,1,0,0,0,0,0,1,0
GRAND PIGEON'S DUTY,80,"Action,Adventure,Casual,Indie,RPG,Simulation,Strategy",1,1,1,0,0,0,1,0,1,0,1,0,1,0
THERE'S POOP IN MY SOUP,88,"Casual,Indie",0,0,1,0,0,0,1,0,0,0,0,0,0,0
REDCON,74,"Indie,Strategy",0,0,0,0,0,0,1,0,0,0,0,0,1,0
AHNAYRO: THE DREAM WORLD,90,"Adventure,Casual,Indie,Strategy",0,1,1,0,0,0,1,0,0,0,0,0,1,0
TENROW,82,"Casual,Indie",0,0,1,0,0,0,1,0,0,0,0,0,0,0
ATTACK ON TITAN / A.O.T. WINGS OF FREEDOM,84,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BOOK OF DEMONS,93,"Action,Adventure,Casual,Indie,RPG",1,1,1,0,0,0,1,0,1,0,0,0,0,0
BOOR,88,"Adventure,Casual,Indie",0,1,1,0,0,0,1,0,0,0,0,0,0,0
OVERLOAD PLAYABLE TEASER 3.0,95,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
THE LAB,95,Free to Play,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ACE OF SEAFOOD,91,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
"HOT DOGS, HORSESHOES & HAND GRENADES",97,"Action,Indie,Simulation,Early Access",1,0,0,0,1,0,1,0,0,0,1,0,0,0
TABLE TOP RACING: WORLD TOUR,75,"Action,Indie,Racing",1,0,0,0,0,0,1,0,0,1,0,0,0,0
THE SPATIALS: GALACTOLOGY,77,"Indie,Simulation,Strategy",0,0,0,0,0,0,1,0,0,0,1,0,1,0
GOLD RUSH: THE GAME,64,"Indie,Simulation",0,0,0,0,0,0,1,0,0,0,1,0,0,0
THEBLU,85,"Adventure,Casual,Indie,Simulation",0,1,1,0,0,0,1,0,0,0,1,0,0,0
DEMETRIOS - THE BIG CYNICAL ADVENTURE,88,"Adventure,Casual,Indie",0,1,1,0,0,0,1,0,0,0,0,0,0,0
COUNTERATTACK,89,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
WHIRLIGIG VR MEDIA PLAYER,79,"Utilities,Video Production,Early Access",0,0,0,0,1,0,0,0,0,0,0,0,0,1
HIGHWAY BLOSSOMS,95,"Casual,Indie",0,0,1,0,0,0,1,0,0,0,0,0,0,0
TRILLION: GOD OF DESTRUCTION,75,"RPG,Strategy",0,0,0,0,0,0,0,0,1,0,0,0,1,0
OUT OF AMMO,85,"Action,Indie,Strategy",1,0,0,0,0,0,1,0,0,0,0,0,1,0
CATCH A FALLING STAR,72,"Casual,Indie",0,0,1,0,0,0,1,0,0,0,0,0,0,0
THORNE - DEATH MERCHANTS,84,"Action,Adventure,Indie,RPG,Strategy",1,1,0,0,0,0,1,0,1,0,0,0,1,0
THE BODY VR: JOURNEY INSIDE A CELL,93,"Casual,Simulation",0,0,1,0,0,0,0,0,0,0,1,0,0,0
CAVEBLAZERS,88,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
SPELLSTONE,65,"Adventure,Free to Play,RPG,Strategy",0,1,0,0,0,1,0,0,1,0,0,0,1,0
FLOWERS -LE VOLUME SUR PRINTEMPS-,98,Casual,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SKYLAR & PLUX: ADVENTURE ON CLOVER ISLAND,87,"Action,Adventure,Casual,Indie",1,1,1,0,0,0,1,0,0,0,0,0,0,0
BATTLE CHEF BRIGADE DELUXE,97,"Action,Adventure,Indie,RPG",1,1,0,0,0,0,1,0,1,0,0,0,0,0
REALITIES,77,"Adventure,Free to Play,Simulation",0,1,0,0,0,1,0,0,0,0,1,0,0,0
MAD BULLETS,92,"Action,Casual,Indie",1,0,1,0,0,0,1,0,0,0,0,0,0,0
PARKITECT,91,"Indie,Simulation",0,0,0,0,0,0,1,0,0,0,1,0,0,0
FREDERIC: RESURRECTION OF MUSIC DIRECTOR'S CUT,83,"Action,Casual,Indie",1,0,1,0,0,0,1,0,0,0,0,0,0,0
MADNESS CUBED,72,"Action,Adventure,Indie,Massively Multiplayer,Simulation",1,1,0,0,0,0,1,1,0,0,1,0,0,0
AWARENESS ROOMS,80,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
HUSTLE CAT,94,"Casual,Indie",0,0,1,0,0,0,1,0,0,0,0,0,0,0
SHADOWVERSE CCG,74,"Free to Play,Strategy",0,0,0,0,0,1,0,0,0,0,0,0,1,0
DARK QUEST 2,83,"Indie,RPG,Strategy",0,0,0,0,0,0,1,0,1,0,0,0,1,0
TYTO ECOLOGY,75,"Casual,Indie,Simulation,Strategy",0,0,1,0,0,0,1,0,0,0,1,0,1,0
CANDICE DEBÉBÉ'S INCREDIBLY TRICK LIFESTYLE,83,"Adventure,Indie,RPG",0,1,0,0,0,0,1,0,1,0,0,0,0,0
DEAR RED - EXTENDED,67,"Indie,RPG",0,0,0,0,0,0,1,0,1,0,0,0,0,0
BLACK ROSE,82,"Adventure,Free to Play,Indie",0,1,0,0,0,1,1,0,0,0,0,0,0,0
ENVY THE DEAD,69,"RPG,Simulation,Strategy",0,0,0,0,0,0,0,0,1,0,1,0,1,0
AIRSTRIKE HD,55,"Casual,Indie",0,0,1,0,0,0,1,0,0,0,0,0,0,0
BLUEPRINT TYCOON,81,"Casual,Indie,Simulation",0,0,1,0,0,0,1,0,0,0,1,0,0,0
BOUNDEL: THE SECOND ERA,59,"Indie,Massively Multiplayer,RPG",0,0,0,0,0,0,1,1,1,0,0,0,0,0
VOXEL WARFARE ONLINE,56,"Action,Adventure,Casual,Indie,Early Access",1,1,1,0,1,0,1,0,0,0,0,0,0,0
DARK FEAR,95,"Adventure,Indie,RPG",0,1,0,0,0,0,1,0,1,0,0,0,0,0
CRAZYCARS3D,66,"Action,Adventure,Casual,Indie,Racing,Simulation",1,1,1,0,0,0,1,0,0,1,1,0,0,0
CUBICOLOR,91,"Casual,Indie",0,0,1,0,0,0,1,0,0,0,0,0,0,0
NEON HARDCORPS,47,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
THE EYES OF ARA,87,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
[THE SEQUENCE],93,Indie,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DAYS OF WAR,44,"Action,Early Access",1,0,0,0,1,0,0,0,0,0,0,0,0,0
GIGA WRECKER,85,"Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0
LUCKCATCHERS,55,"Free to Play,Indie,Massively Multiplayer,RPG,Simulation,Strategy",0,0,0,0,0,1,1,1,1,0,1,0,1,0
DRAGON BALL XENOVERSE 2,79,"Action,Adventure,Casual,Massively Multiplayer",1,1,1,0,0,0,0,1,0,0,0,0,0,0
TWIN SAGA,69,"Free to Play,Massively Multiplayer,RPG",0,0,0,0,0,1,0,1,1,0,0,0,0,0
UNDER ZERO,33,"Action,Adventure,Indie,RPG",1,1,0,0,0,0,1,0,1,0,0,0,0,0
MAINLINING,81,"Adventure,Indie,Simulation",0,1,0,0,0,0,1,0,0,0,1,0,0,0
STAY CLOSE,58,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
PAC-MAN 256,91,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
STAR WARS™: ROGUE SQUADRON 3D,71,"Action,Simulation",1,0,0,0,0,0,0,0,0,0,1,0,0,0
JUDGMENT: APOCALYPSE SURVIVAL SIMULATION,83,"Indie,Simulation,Strategy",0,0,0,0,0,0,1,0,0,0,1,0,1,0
CHRISTMAS ADVENTURE: CANDY STORM,90,"Casual,Indie",0,0,1,0,0,0,1,0,0,0,0,0,0,0
HAND OF FATE 2,87,"Action,Indie,RPG",1,0,0,0,0,0,1,0,1,0,0,0,0,0
THE ROOM THREE,97,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
ZOMBILLIE,73,"Action,Casual,Indie",1,0,1,0,0,0,1,0,0,0,0,0,0,0
STARSONE,76,"Action,Indie,Massively Multiplayer,Early Access",1,0,0,0,1,0,1,1,0,0,0,0,0,0
OXYGEN NOT INCLUDED,93,"Indie,Simulation,Early Access",0,0,0,0,1,0,1,0,0,0,1,0,0,0
SEUM: SPEEDRUNNERS FROM HELL,95,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
HOLOBALL,92,"Action,Indie,Sports",1,0,0,0,0,0,1,0,0,0,0,1,0,0
HIGH OCTANE DRIFT,51,"Free to Play,Racing,Simulation,Sports,Early Access",0,0,0,0,1,1,0,0,0,1,1,1,0,0
WATCH THIS!,73,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
DOMINO SKY,86,"Casual,Indie,Simulation,Strategy",0,0,1,0,0,0,1,0,0,0,1,0,1,0
MY LADY,81,"Casual,Indie,Simulation",0,0,1,0,0,0,1,0,0,0,1,0,0,0
CAMP SUNSHINE,90,"Action,Adventure,Casual,Indie",1,1,1,0,0,0,1,0,0,0,0,0,0,0
MUSHROOM WARS 2,75,"Action,Indie,Strategy",1,0,0,0,0,0,1,0,0,0,0,0,1,0
THE SIGNAL FROM TÖLVA,68,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
APOLLO 11 VR,86,"Adventure,Simulation",0,1,0,0,0,0,0,0,0,0,1,0,0,0
TUMBLESEED,78,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
HOLOPOINT,91,"Action,Indie,Simulation,Sports",1,0,0,0,0,0,1,0,0,0,1,1,0,0
MARCH OF THE LIVING,75,"Adventure,Indie,Strategy",0,1,0,0,0,0,1,0,0,0,0,0,1,0
GRIM LEGENDS 3: THE DARK CITY,93,"Adventure,Casual",0,1,1,0,0,0,0,0,0,0,0,0,0,0
MYTHIC WONDERS: THE PHILOSOPHER'S STONE,89,"Adventure,Casual",0,1,1,0,0,0,0,0,0,0,0,0,0,0
KINGDOM RUSH FRONTIERS,96,"Indie,Strategy",0,0,0,0,0,0,1,0,0,0,0,0,1,0
CONCEPTION II: CHILDREN OF THE SEVEN STARS,85,RPG,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PALINURUS,97,Free to Play,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CARNIVAL GAMES® VR,52,"Casual,Simulation",0,0,1,0,0,0,0,0,0,0,1,0,0,0
GHOST TOWN MINE RIDE & SHOOTIN' GALLERY,87,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
HALO WARS: DEFINITIVE EDITION,87,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CRUSH CRUSH,88,"Casual,Free to Play,Indie",0,0,1,0,0,1,1,0,0,0,0,0,0,0
