game_name,percent_positive_reviews,genre,Action,Adventure,Casual,Design_and_Illustration,Early_Access,Free_to_Play,Indie,Massively_Multiplayer,RPG,Racing,Simulation,Sports,Strategy,Utilities
DAYZ,61.0,"Action,Adventure,Massively Multiplayer",1,1,0,0,0,0,0,1,0,0,0,0,0,0
EUFLORIA HD,91.0,"Indie,Strategy",0,0,0,0,0,0,1,0,0,0,0,0,1,0
LITTLE INFERNO,93.0,"Adventure,Casual,Indie",0,1,1,0,0,0,1,0,0,0,0,0,0,0
AGE OF EMPIRES II HD,94.0,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DG2: DEFENSE GRID 2,82.0,"Indie,Strategy",0,0,0,0,0,0,1,0,0,0,0,0,1,0
SUPER HEXAGON,97.0,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
ROCKSMITH® 2014 EDITION - REMASTERED,91.0,"Casual,Simulation",0,0,1,0,0,0,0,0,0,0,1,0,0,0
THE CAVE,86.0,Adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0
THE BOOK OF UNWRITTEN TALES: THE CRITTER CHRONICLES,84.0,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
THE STANLEY PARABLE,92.0,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION,84.0,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
THE KING OF FIGHTERS 2002 UNLIMITED MATCH,92.0,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RESIDENT EVIL REVELATIONS / BIOHAZARD REVELATIONS,84.0,"Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0
AARKLASH: LEGACY,77.0,"Adventure,Strategy",0,1,0,0,0,0,0,0,0,0,0,0,1,0
REUS,80.0,"Indie,Simulation,Strategy",0,0,0,0,0,0,1,0,0,0,1,0,1,0
WARGAME: AIRLAND BATTLE,89.0,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,1,0
INSURGENCY,91.0,"Action,Indie,Strategy",1,0,0,0,0,0,1,0,0,0,0,0,1,0
THE KING OF FIGHTERS XIII STEAM EDITION,89.0,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DEAD PIXELS,87.0,"Action,Indie,RPG",1,0,0,0,0,0,1,0,1,0,0,0,0,0
7 WONDERS: ANCIENT ALIEN MAKEOVER,87.0,"Strategy,Casual",0,0,1,0,0,0,0,0,0,0,0,0,1,0
HOMEFRONT®: THE REVOLUTION,56.0,"Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0
GIANA SISTERS: TWISTED DREAMS,79.0,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
SEA DOGS: TO EACH HIS OWN - PIRATE OPEN WORLD RPG,76.0,RPG,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PERPETUUM,70.0,"Indie,Massively Multiplayer,RPG",0,0,0,0,0,0,1,1,1,0,0,0,0,0
MINER WARS 2081,34.0,"Action,Adventure,Indie,RPG,Simulation",1,1,0,0,0,0,1,0,1,0,1,0,0,0
DYAD,76.0,"Action,Indie,Racing",1,0,0,0,0,0,1,0,0,1,0,0,0,0
POSTAL 2,95.0,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
BLOCKSCAPE,41.0,"Casual,Indie,RPG,Simulation,Strategy,Early Access",0,0,1,0,1,0,1,0,1,0,1,0,1,0
MIASMATA,77.0,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
CRY OF FEAR,86.0,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
FLY'N,86.0,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
DCS WORLD STEAM EDITION,77.0,"Free to Play,Simulation",0,0,0,0,0,1,0,0,0,0,1,0,0,0
YS I & II CHRONICLES+,89.0,"Action,Adventure,RPG",1,1,0,0,0,0,0,0,1,0,0,0,0,0
XENONAUTS,88.0,"Indie,Simulation,Strategy",0,0,0,0,0,0,1,0,0,0,1,0,1,0
PROJECT EAGLE: A 3D INTERACTIVE MARS BASE,75.0,"Free to Play,Simulation",0,0,0,0,0,1,0,0,0,0,1,0,0,0
LOCOCYCLE,79.0,"Action,Adventure,Casual,Racing",1,1,1,0,0,0,0,0,0,1,0,0,0,0
LEGACY OF KAIN: DEFIANCE,88.0,"Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0
CONTRAST,91.0,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
OCTODAD: DADLIEST CATCH,93.0,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
GNOMORIA,78.0,"Indie,Simulation,Strategy",0,0,0,0,0,0,1,0,0,0,1,0,1,0
DEFIANCE,77.0,"Action,Free to Play,Massively Multiplayer,RPG",1,0,0,0,0,1,0,1,1,0,0,0,0,0
FEZ,92.0,Indie,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ARMA TACTICS,32.0,"Indie,Strategy",0,0,0,0,0,0,1,0,0,0,0,0,1,0
IRON SKY: INVASION,58.0,"Action,Simulation,Strategy",1,0,0,0,0,0,0,0,0,0,1,0,1,0
LEGACY OF KAIN: SOUL REAVER,73.0,"Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0
TOMB RAIDER I,82.0,"Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0
TOMB RAIDER IV: THE LAST REVELATION,87.0,"Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0
TOMB RAIDER VI: THE ANGEL OF DARKNESS,57.0,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SHADOW WARRIOR CLASSIC REDUX,92.0,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BRUTAL LEGEND,93.0,"Action,Adventure,Strategy",1,1,0,0,0,0,0,0,0,0,0,0,1,0
FULL MOJO RAMPAGE,85.0,"Action,Indie,RPG",1,0,0,0,0,0,1,0,1,0,0,0,0,0
TOMB RAIDER II,88.0,"Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0
TOMB RAIDER III,83.0,"Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0
CITIES IN MOTION 2,56.0,"Simulation,Strategy",0,0,0,0,0,0,0,0,0,0,1,0,1,0
JUST CAUSE™ 3,73.0,"Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0
SACRED 2 GOLD,70.0,RPG,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PIXELJUNK™ NOM NOM GALAXY,73.0,"Action,Casual,Indie,Strategy",1,0,1,0,0,0,1,0,0,0,0,0,1,0
WEIRD WORLDS: RETURN TO INFINITE SPACE,62.0,"Adventure,Casual,Indie,Strategy",0,1,1,0,0,0,1,0,0,0,0,0,1,0
F1 2014,78.0,"Racing,Sports",0,0,0,0,0,0,0,0,0,1,0,1,0,0
DESKTOP DUNGEONS,91.0,"Adventure,Casual,Indie,RPG,Strategy",0,1,1,0,0,0,1,0,1,0,0,0,1,0
LOST PLANET® 3,61.0,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MONSTER LOVES YOU!,77.0,"Adventure,Casual,Indie,RPG,Simulation",0,1,1,0,0,0,1,0,1,0,1,0,0,0
AGE OF WONDERS III,80.0,"RPG,Strategy",0,0,0,0,0,0,0,0,1,0,0,0,1,0
GALACTIC CIVILIZATIONS III,76.0,"Indie,Strategy",0,0,0,0,0,0,1,0,0,0,0,0,1,0
IRONCLAD TACTICS,69.0,"Casual,Indie,Strategy",0,0,1,0,0,0,1,0,0,0,0,0,1,0
PRIMORDIA,97.0,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
PAPO & YO,94.0,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
SNIPER ELITE: NAZI ZOMBIE ARMY,88.0,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SANG-FROID - TALES OF WEREWOLVES,88.0,"Action,Adventure,Indie,RPG,Strategy",1,1,0,0,0,0,1,0,1,0,0,0,1,0
EURO TRUCK SIMULATOR 2,97.0,"Indie,Simulation",0,0,0,0,0,0,1,0,0,0,1,0,0,0
DRAGON'S LAIR,77.0,"Action,Adventure,Casual",1,1,1,0,0,0,0,0,0,0,0,0,0,0
SCOURGE: OUTBREAK,66.0,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
"10,000,000",89.0,"Action,Casual,Indie,RPG",1,0,1,0,0,0,1,0,1,0,0,0,0,0
CASTLE OF ILLUSION,90.0,"Adventure,Casual",0,1,1,0,0,0,0,0,0,0,0,0,0,0
MARCH OF THE EAGLES,69.0,"Simulation,Strategy",0,0,0,0,0,0,0,0,0,0,1,0,1,0
SERIOUS SAM CLASSICS: REVOLUTION,89.0,"Action,Indie,Early Access",1,0,0,0,1,0,1,0,0,0,0,0,0,0
CASTLE STORY,53.0,"Indie,Strategy",0,0,0,0,0,0,1,0,0,0,0,0,1,0
HEROES & GENERALS,66.0,"Action,Free to Play,Indie,Massively Multiplayer,Strategy",1,0,0,0,0,1,1,1,0,0,0,0,1,0
COMPANY OF HEROES,90.0,"Action,Strategy",1,0,0,0,0,0,0,0,0,0,0,0,1,0
FALLEN ENCHANTRESS: LEGENDARY HEROES,72.0,"Indie,RPG,Strategy",0,0,0,0,0,0,1,0,1,0,0,0,1,0
BALDUR'S GATE: ENHANCED EDITION,86.0,"RPG,Strategy",0,0,0,0,0,0,0,0,1,0,0,0,1,0
REMEMBER ME,83.0,"Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0
FULL THROTTLE REMASTERED,93.0,Adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WRECKFEST,78.0,"Action,Indie,Racing,Simulation,Sports",1,0,0,0,0,0,1,0,0,1,1,1,0,0
TRACKMANIA² CANYON,80.0,"Racing,Sports",0,0,0,0,0,0,0,0,0,1,0,1,0,0
SKULLS OF THE SHOGUN,90.0,"Indie,Strategy",0,0,0,0,0,0,1,0,0,0,0,0,1,0
DUNGEONS & DRAGONS: CHRONICLES OF MYSTARA,81.0,"Action,Adventure,RPG",1,1,0,0,0,0,0,0,1,0,0,0,0,0
DUNGEON HEARTS,64.0,"Casual,Indie,Strategy",0,0,1,0,0,0,1,0,0,0,0,0,1,0
DREAM,59.0,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
A FISTFUL OF GUN,68.0,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
SHOOTMANIA STORM,87.0,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DLC QUEST,88.0,Indie,0,0,0,0,0,0,1,0,0,0,0,0,0,0
THE AGE OF DECADENCE,82.0,"Indie,RPG",0,0,0,0,0,0,1,0,1,0,0,0,0,0
WAR FOR THE OVERWORLD,84.0,"Indie,Simulation,Strategy",0,0,0,0,0,0,1,0,0,0,1,0,1,0
N++ (NPLUSPLUS),95.0,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
UNIVERSE SANDBOX ²,94.0,"Casual,Indie,Simulation,Early Access",0,0,1,0,1,0,1,0,0,0,1,0,0,0
AKANEIRO: DEMON HUNTERS,36.0,"Action,Free to Play,Indie,RPG",1,0,0,0,0,1,1,0,1,0,0,0,0,0
WARFRAME,92.0,"Action,Free to Play",1,0,0,0,0,1,0,0,0,0,0,0,0,0
LA-MULANA,81.0,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
THE NIGHT OF THE RABBIT,90.0,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
DAYLIGHT,50.0,"Action,Adventure,Casual,Indie",1,1,1,0,0,0,1,0,0,0,0,0,0,0
STARSEED PILGRIM,57.0,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
BEATBUDDY: TALE OF THE GUARDIANS,78.0,"Action,Adventure,Casual,Indie",1,1,1,0,0,0,1,0,0,0,0,0,0,0
CITIES XL PLATINUM,57.0,Simulation,0,0,0,0,0,0,0,0,0,0,1,0,0,0
THE SWAPPER,96.0,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
KENTUCKY ROUTE ZERO,83.0,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
MIRRORMOON EP,61.0,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
COMPANY OF HEROES 2,73.0,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BAD HOTEL,34.0,"Casual,Indie",0,0,1,0,0,0,1,0,0,0,0,0,0,0
KNIGHTS OF PEN AND PAPER +1 EDITION,84.0,"Indie,RPG",0,0,0,0,0,0,1,0,1,0,0,0,0,0
EURO TRUCK SIMULATOR,79.0,"Indie,Simulation",0,0,0,0,0,0,1,0,0,0,1,0,0,0
EADOR. MASTERS OF THE BROKEN WORLD,67.0,"Indie,Strategy",0,0,0,0,0,0,1,0,0,0,0,0,1,0
KILLING FLOOR 2,88.0,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GONE HOME,77.0,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
MARS: WAR LOGS,73.0,"Action,RPG",1,0,0,0,0,0,0,0,1,0,0,0,0,0
POSTAL,82.0,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
STRONGHOLD CRUSADER 2,61.0,"Simulation,Strategy",0,0,0,0,0,0,0,0,0,0,1,0,1,0
TRACKMANIA² STADIUM,84.0,"Racing,Sports",0,0,0,0,0,0,0,0,0,1,0,1,0,0
THUNDER WOLVES,86.0,"Action,Casual,Indie",1,0,1,0,0,0,1,0,0,0,0,0,0,0
SHADOW WARRIOR,93.0,"Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0
LUFTRAUSERS,91.0,"Action,Indie,Simulation",1,0,0,0,0,0,1,0,0,0,1,0,0,0
FINAL EXAM,84.0,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
KAIRO,74.0,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
FAR CRY 3 - BLOOD DRAGON,88.0,"Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0
MURDERED: SOUL SUSPECT,84.0,"Action,Adventure,RPG",1,1,0,0,0,0,0,0,1,0,0,0,0,0
SUDEKI,86.0,"Action,Adventure,RPG",1,1,0,0,0,0,0,0,1,0,0,0,0,0
PRISON ARCHITECT,93.0,"Indie,Simulation,Strategy",0,0,0,0,0,0,1,0,0,0,1,0,1,0
LUNNYE DEVITSY,66.0,"Casual,Indie",0,0,1,0,0,0,1,0,0,0,0,0,0,0
DISTANCE,93.0,"Action,Indie,Racing",1,0,0,0,0,0,1,0,0,1,0,0,0,0
SURGEON SIMULATOR,82.0,"Action,Indie,Simulation",1,0,0,0,0,0,1,0,0,0,1,0,0,0
ORGAN TRAIL: DIRECTOR'S CUT,88.0,"Indie,Strategy",0,0,0,0,0,0,1,0,0,0,0,0,1,0
WORMS CLAN WARS,76.0,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,1,0
KENSHI,89.0,"Action,Indie,RPG,Simulation,Strategy",1,0,0,0,0,0,1,0,1,0,1,0,1,0
UNEPIC,93.0,"Action,Indie,RPG",1,0,0,0,0,0,1,0,1,0,0,0,0,0
CASTLEVANIA: LORDS OF SHADOW – ULTIMATE EDITION,80.0,"Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0
MAD MAX,90.0,"Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0
KEN FOLLETT'S THE PILLARS OF THE EARTH,93.0,"Adventure,Casual,Indie",0,1,1,0,0,0,1,0,0,0,0,0,0,0
ZACK ZERO,64.0,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
MARVEL PUZZLE QUEST,69.0,"Casual,Free to Play,RPG",0,0,1,0,0,1,0,0,1,0,0,0,0,0
TELEGLITCH: DIE MORE EDITION,86.0,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
RUSH BROS.,62.0,"Action,Indie,Racing",1,0,0,0,0,0,1,0,0,1,0,0,0,0
PROJECT CARS,76.0,"Racing,Simulation,Sports",0,0,0,0,0,0,0,0,0,1,1,1,0,0
SHADOWRUN RETURNS,88.0,"Adventure,Indie,RPG,Strategy",0,1,0,0,0,0,1,0,1,0,0,0,1,0
NARUTO SHIPPUDEN: ULTIMATE NINJA STORM 3 FULL BURST HD,90.0,"Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0
DRIVER FUSION - THE BEST DRIVER & DEVICE SOLUTION,68.0,"Education,Software Training,Utilities,Web Publishing,Game Development",0,0,0,0,0,0,0,0,0,0,0,0,0,1
ANODYNE,85.0,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
DYSCOURSE,78.0,"Adventure,Casual,Indie,Simulation",0,1,1,0,0,0,1,0,0,0,1,0,0,0
BAD BOTS,57.0,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
STRIDER™ / ストライダー飛竜®,84.0,"Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0
SUPER SANCTUM TD,88.0,"Casual,Indie,Strategy",0,0,1,0,0,0,1,0,0,0,0,0,1,0
PRIME WORLD,59.0,"Action,Free to Play,Massively Multiplayer,RPG",1,0,0,0,0,1,0,1,1,0,0,0,0,0
PRIME WORLD: DEFENDERS,76.0,"Casual,Indie,RPG,Strategy",0,0,1,0,0,0,1,0,1,0,0,0,1,0
BLITZKRIEG 3,59.0,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,1,0
KING’S BOUNTY: LEGIONS,52.0,"Adventure,Free to Play,Indie,Massively Multiplayer,RPG,Strategy",0,1,0,0,0,1,1,1,1,0,0,0,1,0
METAL GEAR RISING: REVENGEANCE,92.0,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
THE WHITE LABORATORY,78.0,"Indie,Strategy",0,0,0,0,0,0,1,0,0,0,0,0,1,0
WARHAMMER: END TIMES - VERMINTIDE,80.0,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
TOM CLANCY’S SPLINTER CELL BLACKLIST,83.0,"Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0
SMALL WORLD 2,75.0,"Casual,Indie,Strategy",0,0,1,0,0,0,1,0,0,0,0,0,1,0
CUBETRACTOR,76.0,"Action,Indie,Strategy",1,0,0,0,0,0,1,0,0,0,0,0,1,0
AUDIOSURF 2,81.0,Indie,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ELEMENT4L,84.0,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
RPG MAKER XP,91.0,Web Publishing,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TETROBOT AND CO.,98.0,"Casual,Indie",0,0,1,0,0,0,1,0,0,0,0,0,0,0
DUST: AN ELYSIAN TAIL,96.0,"Action,Adventure,Indie,RPG",1,1,0,0,0,0,1,0,1,0,0,0,0,0
DUNGEON DEFENDERS II,74.0,"Action,Free to Play,Indie,RPG,Strategy",1,0,0,0,0,1,1,0,1,0,0,0,1,0
HORIZON,58.0,"Indie,Strategy",0,0,0,0,0,0,1,0,0,0,0,0,1,0
STARPOINT GEMINI 2,70.0,"Action,RPG,Simulation",1,0,0,0,0,0,0,0,1,0,1,0,0,0
INTERSTELLAR MARINES,61.0,"Action,Indie,RPG,Simulation,Early Access",1,0,0,0,1,0,1,0,1,0,1,0,0,0
WAR THUNDER,79.0,"Action,Free to Play,Massively Multiplayer,Simulation",1,0,0,0,0,1,0,1,0,0,1,0,0,0
DARK SOULS™ II,89.0,"Action,RPG",1,0,0,0,0,0,0,0,1,0,0,0,0,0
PAC-MAN™ CHAMPIONSHIP EDITION DX+,95.0,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PAC-MAN MUSEUM™,60.0,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BLOOD BOWL 2,72.0,"Sports,Strategy",0,0,0,0,0,0,0,0,0,0,0,1,1,0
ANOMALY 2,81.0,"Action,Indie,Strategy",1,0,0,0,0,0,1,0,0,0,0,0,1,0
EUROPA UNIVERSALIS IV,83.0,"Simulation,Strategy",0,0,0,0,0,0,0,0,0,0,1,0,1,0
BLACKWELL EPIPHANY,98.0,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
ELSWORD,76.0,"Action,Adventure,Casual,Free to Play,Massively Multiplayer,RPG",1,1,1,0,0,1,0,1,1,0,0,0,0,0
FROZEN CORTEX,73.0,"Indie,Sports,Strategy",0,0,0,0,0,0,1,0,0,0,0,1,1,0
EXPEDITIONS: CONQUISTADOR,82.0,"Indie,RPG,Strategy",0,0,0,0,0,0,1,0,1,0,0,0,1,0
BATTLE WORLDS: KRONOS,68.0,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,1,0
REALMS OF ARKANIA: BLADE OF DESTINY,55.0,"Adventure,Indie,RPG",0,1,0,0,0,0,1,0,1,0,0,0,0,0
DUCKTALES: REMASTERED,86.0,"Action,Adventure,Casual",1,1,1,0,0,0,0,0,0,0,0,0,0,0
ANGRY VIDEO GAME NERD ADVENTURES,89.0,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
DREAMFALL CHAPTERS,83.0,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
PLANET EXPLORERS,69.0,"Action,Adventure,Indie,RPG,Simulation",1,1,0,0,0,0,1,0,1,0,1,0,0,0
AGAREST: GENERATIONS OF WAR,73.0,"Adventure,RPG,Strategy",0,1,0,0,0,0,0,0,1,0,0,0,1,0
TRANSISTOR,95.0,"Action,Indie,RPG",1,0,0,0,0,0,1,0,1,0,0,0,0,0
UFO: AFTERLIGHT,60.0,"Indie,Strategy",0,0,0,0,0,0,1,0,0,0,0,0,1,0
THE BANNER SAGA,90.0,"Indie,RPG,Strategy",0,0,0,0,0,0,1,0,1,0,0,0,1,0
DEUS EX: HUMAN REVOLUTION - DIRECTOR'S CUT,91.0,"Action,RPG",1,0,0,0,0,0,0,0,1,0,0,0,0,0
THE APOGEE THROWBACK PACK,91.0,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNIPER ELITE 3,79.0,"Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0
SYSTEM SHOCK 2,94.0,"Action,RPG",1,0,0,0,0,0,0,0,1,0,0,0,0,0
EDGE OF SPACE,38.0,"Action,Adventure,Indie,RPG",1,1,0,0,0,0,1,0,1,0,0,0,0,0
PINBALL ARCADE,73.0,"Free to Play,Simulation",0,0,0,0,0,1,0,0,0,0,1,0,0,0
OUTLAST,96.0,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
MAGICKA 2,78.0,"Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0
CONTAGION,72.0,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
BATTLEBLOCK THEATER®,97.0,"Action,Adventure,Casual,Indie",1,1,1,0,0,0,1,0,0,0,0,0,0,0
SUPER PUZZLE PLATFORMER DELUXE,92.0,"Action,Casual,Indie",1,0,1,0,0,0,1,0,0,0,0,0,0,0
MIGHT & MAGIC X - LEGACY,67.0,RPG,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BIONIC DUES,75.0,"Indie,RPG,Strategy",0,0,0,0,0,0,1,0,1,0,0,0,1,0
PATH OF EXILE,92.0,"Action,Adventure,Free to Play,Indie,Massively Multiplayer,RPG",1,1,0,0,0,1,1,1,1,0,0,0,0,0
"PAPERS, PLEASE",96.0,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
HAMMERWATCH,90.0,"Action,Adventure,Indie,RPG",1,1,0,0,0,0,1,0,1,0,0,0,0,0
SAMURAI GUNN,94.0,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FINAL FANTASY III,80.0,RPG,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DYING LIGHT,93.0,"Action,RPG",1,0,0,0,0,0,0,0,1,0,0,0,0,0
THIEF,71.0,"Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0
AMNESIA: A MACHINE FOR PIGS,67.0,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
CASTLEVANIA: LORDS OF SHADOW 2,83.0,"Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0
Q.U.B.E: DIRECTOR'S CUT,85.0,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
PAC-MAN™ AND THE GHOSTLY ADVENTURES,79.0,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BLEED,93.0,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
GAME DEV TYCOON,95.0,"Casual,Indie,Simulation,Strategy",0,0,1,0,0,0,1,0,0,0,1,0,1,0
MOTOGP™13,71.0,"Racing,Simulation,Sports",0,0,0,0,0,0,0,0,0,1,1,1,0,0
GETTING OVER IT WITH BENNETT FODDY,79.0,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WASTELAND 2: DIRECTOR'S CUT,83.0,"Adventure,Indie,RPG,Strategy",0,1,0,0,0,0,1,0,1,0,0,0,1,0
HALF MINUTE HERO: THE SECOND COMING,93.0,"Action,Indie,RPG",1,0,0,0,0,0,1,0,1,0,0,0,0,0
JON SHAFER'S AT THE GATES,52.0,"Indie,Strategy",0,0,0,0,0,0,1,0,0,0,0,0,1,0
CONTRAPTION MAKER,91.0,"Casual,Indie,Simulation",0,0,1,0,0,0,1,0,0,0,1,0,0,0
SHERLOCK HOLMES: CRIMES AND PUNISHMENTS,92.0,Adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ITTLE DEW,93.0,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
THE CREW™,67.0,"Action,Massively Multiplayer,Racing",1,0,0,0,0,0,0,1,0,1,0,0,0,0
ROGUE LEGACY,94.0,"Action,Adventure,Indie,RPG",1,1,0,0,0,0,1,0,1,0,0,0,0,0
INQUISITOR,67.0,"Indie,RPG",0,0,0,0,0,0,1,0,1,0,0,0,0,0
GUNCRAFT,49.0,"Action,Indie",1,0,0,0,0,0,1,0,0,0,0,0,0,0
KILL TO COLLECT,75.0,"Action,Adventure,Indie",1,1,0,0,0,0,1,0,0,0,0,0,0,0
GOODBYE DEPONIA,89.0,"Adventure,Indie",0,1,0,0,0,0,1,0,0,0,0,0,0,0
ASSASSIN’S CREED® IV BLACK FLAG™,88.0,"Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0
JOE DANGER 2: THE MOVIE,57.0,"Action,Casual,Indie,Racing",1,0,1,0,0,0,1,0,0,1,0,0,0,0
THE CHAOS ENGINE,64.0,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SPACE HULK,70.0,"Indie,Strategy",0,0,0,0,0,0,1,0,0,0,0,0,1,0
STYX: MASTER OF SHADOWS,82.0,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NUCLEAR THRONE,96.0,"Action,Indie,RPG",1,0,0,0,0,0,1,0,1,0,0,0,0,0
INJUSTICE: GODS AMONG US ULTIMATE EDITION,86.0,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GUNZ 2: THE SECOND DUEL,67.0,"Action,Free to Play,Indie",1,0,0,0,0,1,1,0,0,0,0,0,0,0
